"Station
[001]","Day
[002]","Priority #
[003]","Sub-Recipe ID
[004]","Sub-Recipe URL
[005]","Sub-Recipe Name
[006]","Ingredient ID
[007]","Ingredient Name
[008]","Trim %
[009]","Weight/Quantity
[010]","Unit
[011]","Prep Instructions
[012]"
,,,1290,,,1220,Cauliflower Florets (Veg W),,6.4529,Kgs,
Sauce - 006,Tue,2,1525,https://eatbetterday.ca/admin/ingredients/1525,Buffalo Cauliflower,,,,9.72,Kgs,"1) Batch both ingredients together until fully coated.
2) Weigh, label, and place in the fridge."
,,,1525,,,1290,Blanched Cauliflower (Sauce T),,7.0982,Kgs,
,,,1525,,,1524,Buffalo Cauliflower Sauce (Sauce W),,3.2997,Kgs,
Sauce - 006,Tue,2,1354,https://eatbetterday.ca/admin/ingredients/1354,Creamy Vegan Rose Sauce,,,,41.44,Kgs,"1) Mise all ingredients.
2) Place a large rondo pot over medium heat. Lightly drizzle a small amount of oil on the bottom of the pot and add tomato paste.
3) Cook the tomato paste for 10 minutes often stirring until the paste has caramelized. You should notice it starts too cook to the pot thats when you know its ready.
4) Let the tomato paste cool.
5) Once cooled place all ingredients into a large pot and blend with an immersion blender until smooth.
6) Taste and check the seasoning."
,,,1354,,,89,Tomato Paste,,6.7109,Kgs,
,,,1354,,,109,Lemon Juice,,0.3355,Kgs,
,,,1354,,,147,Table Salt,,0.2852,Kgs,
,,,1354,,,148,Black Pepper,,0.198,Kgs,
,,,1354,,,444,Fresh Basil,,0.6232,Kgs,
,,,1354,,,661,Housemade Alfredo (Sauce W),,16.7773,Kgs,
,,,1354,,,1813,"Stanislaus, Al Dente Pasta, Sauce",,16.7773,Kgs,
Sauce - 006,Tue,2,1790,https://eatbetterday.ca/admin/ingredients/1790,Enchilada Red Sauce (Sauce T),,,5%,45.9474,Kgs,"1) Mise all ingredients -Pre- heat your pot and add the olive oil.
2) Cook tomato paste and spices.
3) Add stock and flour- whisk well to prevent clumps or use the large immersion blender.
4) Bring to a boil for 5 mins until slurry is activated and sauce appears thicker.
5) Remove from heat and cool sauce.
6) Add vinegar and blend in the vitamix until smooth.
7) Weigh and label.
8) DO not freeze please"
,,,1790,,,7,Olive Oil (Kirkland Signature),,1.3095,Kgs,
,,,1790,,,77,(1179807) - Apple Cider Vinegar,,0.5063,Kgs,
,,,1790,,,89,Tomato Paste,,3.2301,Kgs,
,,,1790,,,158,Ground Cumin (QUALITY Brand),,0.227,Kgs,
,,,1790,,,192,Ground Cinnamon,,0.0105,Kgs,
,,,1790,,,229,Sunspun or no name Chili Powder,,0.2619,Kgs,
,,,1790,,,437,Dried Oregano (Sunspun Brand),,0.0175,Kgs,
,,,1790,,,963,Veg Broth (Sauce W),,43.65,Kgs,
,,,1790,,,978,Gordon Choice Bleached All Purpose Flour,,2.8809,Kgs,
,,,1790,,,1622,Roasted Red Pepper And Garlic Seasoning (Clubhouse Brand),,0.2095,Kgs,
Sauce - 006,Tue,2,1223,https://eatbetterday.ca/admin/ingredients/1223,Ginger Beef Sauce (Sauce T),,,5%,49.6224,Kgs,"1) Mise out all your ingredients.
2) Place a large pot on medium-high heat over a rocket burner.
3) Add the sesame/soya oil, minced ginger, and minced garlic. Lightly sauté until fragrant, about 5–8 minutes.
4) Add all remaining ingredients except the slurry. Bring the mixture to a boil, stirring regularly so the sugar dissolves and doesn’t stick.
5) Once boiling, slowly add the slurry while whisking (or using an immersion blender) to prevent lumps. Let the sauce boil for 10 minutes, then reduce heat and simmer another 10 minutes, whisking constantly until the sauce thickens and the slurry is fully cooked out.
6) Taste the sauce and remove it from the heat and let cool.
7) Once cooled place in bin, weight and label."
,,,1223,,,17,Soya And Sesame Oil,,3.0976,Kgs,
,,,1223,,,18,(1427356) - Kikkoman Tamari Soy Sauce,,13.5519,Kgs,
,,,1223,,,68,Coconut Sugar,,14.5199,Kgs,
,,,1223,,,102,(2171605) - Minced Garlic,,2.42,Kgs,
,,,1223,,,145,Chili Flakes,,0.0484,Kgs,
,,,1223,,,312,Rice Wine Vinegar,,11.1319,Kgs,
,,,1223,,,550,Minced Ginger (Veg W),,0.8712,Kgs,
,,,1223,,,997,Slurry (Sauce W),,7.6421,Kgs,
Sauce - 006,Tue,2,2473,https://eatbetterday.ca/admin/ingredients/2473,Ginger Beef Soy Curls,,,,50.16,Kgs,"1) Grab a large stock pot.
2) Add water and sauce together and bring to a boil, make sure to not burn or have boil over. Once begining to boil turn down to medium heat.
3) Let come to a simmer before adding dry soy curls. let simmer for 5 to 10 minutes, then pull off of the heat and let it sit for 30 to 45 minutes, lid on. -4) Once cooled, place into a gray bin. Weigh and label."
,,,2473,,,39,Water,,16.5277,Kgs,
,,,2473,,,410,Butler's Soy Curls,,10.0252,Kgs,
,,,2473,,,1223,Ginger Beef Sauce (Sauce T),,47.1413,Kgs,
Sauce - 006,Tue,2,2264,https://eatbetterday.ca/admin/ingredients/2264,Gochujang Glazed Tempeh,,,,12.78,Kgs,"1) Preheat the tilt skillet to medium high heat.
2) Using canola oil lightly drizzle bottom for shallow fry.
3) In a large container mix all products together until the tempeh is well coated.
4) Cook in batches to get color. (send recipe feedback of quality that fits in tilt skillet not to over crowd it)
5) Quick sautee on all sides. Around 10 mins.
6) Remove from heat and let cool. Then place in gray bin. Weigh and label."
,,,2264,,,102,(2171605) - Minced Garlic,,0.3873,Kgs,
,,,2264,,,550,Minced Ginger (Veg W),,0.3098,Kgs,
,,,2264,,,2009,Steamed Tempeh (Oven W),,13.1673,Kgs,
,,,2264,,,2262,Gochujang Glaze (Sauce W),,3.2612,Kgs,
Sauce - 006,Tue,2,240,https://eatbetterday.ca/admin/ingredients/240,Golden Soul Curry (Sauce T),,,5%,56,Kgs,"1) Mise all ingredients - Preheat the tilt skillet to 400F about 10- 15mins before you need it.
2) Once tilt skillet is hot, coat the bottom with oil, once the oil is hot sauté ginger and garlic for 2 minutes, then add spices and onions with juices, and sauté for 5 minutes.
3) Add in the red lentils, broth, canned tomatoes, and coconut milk. Bring to boil over medium heat.
4) Mix constantly and do not let it burn.
5) Once boiling, turn off the heat and pull down the lid, and let sit for 5-10 minutes stiring often, until lentils are soft and tender.
6) Receive into grey bins to let cool. Label and weigh ****makes 4 kg extra **** adjusted weight from 4500*** Adjusted weight on 1-05*** ****can fit 104 kg of this curry in the tilt skillet ---- go vlad!!!!!!"
,,,240,,,32,Red Lentils,,8.1846,Kgs,
,,,240,,,102,(2171605) - Minced Garlic,,0.7162,Kgs,
,,,240,,,168,Canned Kosa Coconut Milk,,14.2208,Kgs,
,,,240,,,248,Small Diced Yellow Onion (Veg W),,2.3019,Kgs,
,,,240,,,542,Golden Soul Spice Mix (Oven W),,0.5923,Kgs,
,,,240,,,550,Minced Ginger (Veg W),,0.5115,Kgs,
,,,240,,,963,Veg Broth (Sauce W),,15.3462,Kgs,
,,,240,,,1465,Canned Fire Roasted Diced Tomato(GFS Brand),,14.3231,Kgs,
Sauce - 006,Tue,2,2577,https://eatbetterday.ca/admin/ingredients/2577,Khao Soi Curry,,,,43.6813,Kgs,"1) Pre-heat the tilt skillet to medium-high (or if quantity is too small use a large pot).
2) Weigh your ginger, garlic, shallots and oil into a bowl and set aside.
3) Weigh your red curry paste and lime juice in SEPARATE bowls and set aside.
4) Weigh out the remaining ingredients.
5) Place your aromatics (ginger, garlic, shallot and oil) to the tilt or pot. Stir and let them cook 2-3 mins until fragrant.
6) Add your red curry paste and let cook for 2 mins.
7) Add the remaining ingredients EXCEPT LIME to the pot and mix to combine.
8) Bring the curry to a simmer and let it cook for 15-20 mins.
9) Remove from heat and add your lime juice.
10) Cool and receive into grey bins (only max. 2/3 full).
11) Place into buckets or bins and label with the name, date, weight and your initials."
,,,2577,,,18,(1427356) - Kikkoman Tamari Soy Sauce,,0.8472,Kgs,
,,,2577,,,36,Lime Juice,,1.3237,Kgs,
,,,2577,,,44,Canola Oil,,0.4236,Kgs,
,,,2577,,,61,Ground Turmeric,,0.3177,Kgs,
,,,2577,,,68,Coconut Sugar,,1.0589,Kgs,
,,,2577,,,102,(2171605) - Minced Garlic,,0.3706,Kgs,
,,,2577,,,168,Canned Kosa Coconut Milk,,25.6793,Kgs,
,,,2577,,,220,Red Curry Paste,,1.5884,Kgs,
,,,2577,,,550,Minced Ginger (Veg W),,0.3706,Kgs,
,,,2577,,,963,Veg Broth (Sauce W),,22.5025,Kgs,
,,,2577,,,1163,Minced Shallots (Veg W),,2.6473,Kgs,
Sauce - 006,Tue,2,2385,https://eatbetterday.ca/admin/ingredients/2385,Peru Potato Salad Dressing,,,,5.1109,Kgs,"1) Get an appropriate sized bucket, the immersion blender and a spatula.
2) Weigh out all ingredients into the bucket.
3) Blend it with the immersion blender until mixed.
4) Taste to check seasoning (check with your Lead or Sous if you are unsure).
5) Weigh it, lid it, and label the pail with the weight, date and your initials. Put it away on the sauce shelf in the cooler."
,,,2385,,,36,Lime Juice,,0.1956,Kgs,
,,,2385,,,44,Canola Oil,,0.2445,Kgs,
,,,2385,,,61,Ground Turmeric,,0.0147,Kgs,
,,,2385,,,102,(2171605) - Minced Garlic,,0.3668,Kgs,
,,,2385,,,147,Table Salt,,0.1467,Kgs,
,,,2385,,,148,Black Pepper,,0.0147,Kgs,
,,,2385,,,248,Small Diced Yellow Onion (Veg W),,0.3668,Kgs,
,,,2385,,,879,(9312405) - Canned Chipotle Peppers,,0.1712,Kgs,
,,,2385,,,2355,(1380154) - Crystal Springs Greek Yogurt,,3.6681,Kgs,
Sauce - 006,Tue,2,1419,https://eatbetterday.ca/admin/ingredients/1419,Sesame Tofu Puffs,,,,1424,un,"1) Add the tofu puffs to a grey bin (make sure to divide into multiple bins to ensure sauce is evenly split). Combine the sesame seeds with the sauce and mix.
2) Pour the sauce over the puffs and toss to combine (x1 230g bag = around 30 units).
3) Weigh, and label with the name, weight, date and your initials. Note: make sure the puffs are left at room temp to thaw to 50% if frozen product was used."
,,,1419,,,304,Sesame Seed Mix (Oven W),,0.4747,Kgs,
,,,1419,,,1309,Mini Tofu Puffs - 2.3kg/case.,,10.9173,Kgs,
,,,1419,,,2309,Sesame Vinaigrette (Sauce W),,4.7467,Kgs,
Sauce - 006,Tue,2,653,https://eatbetterday.ca/admin/ingredients/653,Soaked Soy Protein Minced,,,,8.0869,Kgs,"1) Bring veg broth to boil.
2) Once boiling add the minced soy crumble ,and turn off the heat. Stir well. Letting them soak and absorb for 30 minutes.
3) Strain the water and place it into a grey bin.
4) Weigh and label."
,,,653,,,963,Veg Broth (Sauce W),,6.1101,Kgs,
,,,653,,,1139,Mince Soy Protein,,2.6956,Kgs,
Sauce - 006,Tue,2,1791,https://eatbetterday.ca/admin/ingredients/1791,Spiced Enchilada Veg (Sauce T),,,10%,41.7046,Kgs,"1) Preheat the tilt skillet to medium heat.
2) Lightly drizzle with oil and add onions.
3) Cook onions for 5 mins until slightly translucent.
4) Add remaining ingredients until defrosted and majority of the moisture is gone.
5) Remove from the tilt skillet.
6) Weigh and label."
,,,1791,,,138,Frozen Corn Nibblets (No Name Brand),,9.6755,Kgs,
,,,1791,,,248,Small Diced Yellow Onion (Veg W),,7.6736,Kgs,
,,,1791,,,844,Robo Small Diced Red Pepper (Veg W),,6.1723,Kgs,
,,,1791,,,1044,(1218874) - Canned Black Beans,,16.6818,Kgs,
,,,1791,,,1622,Roasted Red Pepper And Garlic Seasoning (Clubhouse Brand),,1.2511,Kgs,
Sauce - 006,Tue,2,1018,https://eatbetterday.ca/admin/ingredients/1018,Stroganoff Sauce,,,,47.945,Kgs,"1) Mep all ingredients.
2) Turn on the tilt skillet to medium high heat and drizzle enough oil to cover the bottom.
3) Mix together your vegetable broth, tamari, dijon, and cornstarch in a bowl. Whisk until no clumps remain. And set aside.
4) Start to saute mushrooms, onion, and garlic. Sautee for 10-15 minutes until the onions are transparent, mushrooms are soft, and most liquid has evaporated.
5) Next, add the white vinegar and cook for 5 minutes.
6) Pour the veg stock mixture, making sure to not leave any cornstarch in the bowl and mix well to avoid cornstarch clumps.
7) Then add the remaining ingredients and bring to a boil. Once the sauce has come to a boil it should have thickened. Turn off the tilt skillet. 8 ) Place the sauce into grey bins. Allow to cool.
8) Once cool add in the dill being sure to evenly distribute it amongst the bins.
9) Weigh and label."
,,,1018,,,18,(1427356) - Kikkoman Tamari Soy Sauce,,0.1158,Kgs,
,,,1018,,,20,(1267029) - Cornstarch,,0.7238,Kgs,
,,,1018,,,35,Cock Brand Concentrate Tamarind,,1.1002,Kgs,
,,,1018,,,64,Tahini (TAMAM Brand),,2.3162,Kgs,
,,,1018,,,80,White Vinegar,,0.637,Kgs,
,,,1018,,,102,(2171605) - Minced Garlic,,1.5924,Kgs,
,,,1018,,,143,Nutritional Yeast,,0.637,Kgs,
,,,1018,,,147,Table Salt,,0.4632,Kgs,
,,,1018,,,148,Black Pepper,,0.0232,Kgs,
,,,1018,,,168,Canned Kosa Coconut Milk,,12.2179,Kgs,
,,,1018,,,248,Small Diced Yellow Onion (Veg W),,5.9642,Kgs,
,,,1018,,,367,Dijon Mustard,,0.2027,Kgs,
,,,1018,,,391,Dried Thyme,,0.0753,Kgs,
,,,1018,,,471,Sliced Mushrooms (Veg T),,13.0285,Kgs,
,,,1018,,,909,Paprika 1,,0.0869,Kgs,
,,,1018,,,963,Veg Broth (Sauce W),,11.8125,Kgs,
,,,1018,,,1119,Minced Dill (Veg W),,0.1448,Kgs,
Sauce - 006,Tue,2,1461,https://eatbetterday.ca/admin/ingredients/1461,THE OG Butter Chix Sauce Base,,,,59.6837,Kgs,"1) Heat coconut oil in a large pot over medium heat.
2) Add the garlic, ginger, and diced jalapeño. Sauté for about 5 minutes, or until fragrant.
3) Add the butter chicken spice mix and toast for 1–3 minutes.
4) Add the fire roasted tomatoes, coconut milk, oat milk, tomato paste, cashew butter, and coconut simple syrup.
5) Stir well and bring the sauce to a full boil mixing the sauce well.
6) Turn off the heat and allow the sauce to cool slightly. Then blend sauce in the immersion blender until smooth.
7) Remove from the pot. Weigh and Label."
,,,1461,,,1,Kirkland Signature Organic Virgin Coconut Oil (*),,7.8186,Kgs,
,,,1461,,,89,Tomato Paste,,10.0865,Kgs,
,,,1461,,,102,(2171605) - Minced Garlic,,1.0146,Kgs,
,,,1461,,,168,Canned Kosa Coconut Milk,,25.4849,Kgs,
,,,1461,,,314,Coconut Simple Syrup (Oven W),,1.0146,Kgs,
,,,1461,,,550,Minced Ginger (Veg W),,1.4324,Kgs,
,,,1461,,,953,Earths Own Unsweetened Oat Milk,,12.8917,Kgs,
,,,1461,,,1040,Diced Jalapeno (Veg W),,3.6407,Kgs,
,,,1461,,,1465,Canned Fire Roasted Diced Tomato(GFS Brand),,29.245,Kgs,
,,,1461,,,1587,Butter Chix Curry Spice Mix (Oven W),,3.0439,Kgs,
,,,1461,,,1814,Cashew Butter (Tootsi),,2.2083,Kgs,
Sauce - 006,Fri,3,2422,https://eatbetterday.ca/admin/ingredients/2422,Boiled Soba Noodles,,,,72.2,Kgs,"1) Place a large pot over high heat, bring to a boil.
2) Add soba noodles and keep at a simmer for 4-5 minutes. Stir regularly with a metal paddle to prevent them from sticking to the bottom.
3) Once 80% cooked (al dente) remove from heat and drain.
4) Rinse under cold water until cooled. store in strainer bins to allow extra drainage.
5) Add canola oil and mix in to prevent sticking. Weigh each bin, lid and label with the name, weight, date and. your initials."
,,,2422,,,2421,T&T Buckwheat Soba Noodles,,24.3508,Kgs,
Batch - 019,Tue,3,1440,https://eatbetterday.ca/admin/ingredients/1440,Bulgogi Sautee Soy Curls,,,,8.05,Kgs,"1) Batch all ingredients together.
2) Weigh, label, place in fridge in the assigned area."
,,,1440,,,780,Bulgogi BBQ Sauce (Sauce W),,5.0282,Kgs,
,,,1440,,,1438,Sautee Soy Curls (Sauce T),,3.1333,Kgs,
Batch - 019,Fri,3,2081,https://eatbetterday.ca/admin/ingredients/2081,Burrito Bowl Rice,,,,52.47,Kgs,"1) Strain the black beans.
2) Batch items together.
3) Weigh and label."
,,,2081,,,435,Boiled Brown Rice (Sauce T),,36.4375,Kgs,
,,,2081,,,569,Blanched Corn (Veg W),,3.0972,Kgs,
,,,2081,,,1044,(1218874) - Canned Black Beans,,3.0972,Kgs,
,,,2081,,,2082,Fresh Start Pico De Gallo Salsa,,9.8381,Kgs,
Batch - 019,Fri,3,684,https://eatbetterday.ca/admin/ingredients/684,Burrito Crumble (Sauce F),,,5%,13.7368,Kgs,"1) Preheat tilt skillet to 450F.
2) Add oil, onions, tomatoes, garlic. Sautee for 10 minutes.
3) Add soaked soy crumble and sautee for 5 minutes.
4) Once hot add the dry spices, soy sauce, and blitzed sunflowers.
5) Continue to sautee until fragrant, about 10 minutes.
6) If spices stick deglaze with a small amount of water.
7) Stir until evenly distributed.
8) Remove from heat and cool.
9) Weigh and label."
,,,684,,,18,(1427356) - Kikkoman Tamari Soy Sauce,,0.7299,Kgs,
,,,684,,,44,Canola Oil,,0.2919,Kgs,
,,,684,,,102,(2171605) - Minced Garlic,,0.3649,Kgs,
,,,684,,,143,Nutritional Yeast,,0.073,Kgs,
,,,684,,,147,Table Salt,,0.0438,Kgs,
,,,684,,,646,Robo Diced Red Onion (Veg W),,3.5034,Kgs,
,,,684,,,653,Soaked Soy Protein Minced (Sauce T),,8.0869,Kgs,
,,,684,,,688,Blitzed Sunflower Seeds (Oven W),,1.1678,Kgs,
,,,684,,,689,Burrito Spice (Oven W),,0.7299,Kgs,
,,,684,,,1465,Canned Fire Roasted Diced Tomato(GFS Brand),,2.6275,Kgs,
Sauce - 006,Fri,3,1892,https://eatbetterday.ca/admin/ingredients/1892,Cooked Reg Rotini,,,,81.4,Kgs,"1) Fill 60L pot 2/3 full with hot tap water. Add in each pot 100g of salt and 70g of oil to the pot (solid squirt from the oil bottle)
2) Place the pot on the rocket burner on max heat and bring to a boil. Cover with a lid to speed the process up.
3) Weigh out the dry pasta into a home depot bucket max weigh is 10kgs.
4) Add the pasta to the water once boiling (max 10kg per pot), and stir very frequently to prevent from sticking.
5) Boil pasta until 80% cooked, around 9 minutes to cook.
6) While the pasta is cooking, prepare two orange pails of cold tap water to later pour over noodles to flash cool them.
7) Make sure to clean and reserve the sinks for the next steps. In this next step, you will have to work fast to ensure the pasta doesnt over cook.
8) Once the pasta is ready to be drained, place the pot on the cart with the sheet tray underneath, ask a kitchen friend to help you lift to the sink, Slowly pour out the boiling water from the pot.
9) Once majority of the boiling water has been drained from the pot, pour the pasta into the strainer bin. And pour the cold water ontop to stop the cooking process.
10) Making sure to stir the pasta to eliminate the hot spots. Check the pasta to make sure it is properly cool, if not add more hot water. Once cool make sure all pasta water has drained out.
11) Once cool place the blue strainer, on top of a gray bin lid to catch any access water. Lightly drizzle oil on the pasta and to prevent the pasta from sticking. Make sure to stir the pasta with the oil to ensure all pasta is coated.
12) Weigh, label and place in the assigned area in the fridge."
,,,1892,,,565,Rotini Pasta,,40.7,Kgs,
Sauce - 006,Fri,3,1792,https://eatbetterday.ca/admin/ingredients/1792,Enchilada Filling (Sauce T),,,2%,54.2929,Kgs,1) Batch ingredients together until well combined.
,,,1792,,,998,Smoky Yam Hummus (Sauce F),,20.0271,Kgs,
,,,1792,,,1791,Spiced Enchilada Veg (Sauce T),,37.5341,Kgs,
Sauce - 006,Fri,3,2263,https://eatbetterday.ca/admin/ingredients/2263,Gochujang Glazed Noodles,,,,28.4,Kgs,"1) Batch together.
2) Weigh and label."
,,,2263,,,870,Cooked Udon Noodles (Sauce F),,24.7048,Kgs,
,,,2263,,,2262,Gochujang Glaze (Sauce W),,3.8896,Kgs,
Sauce - 006,Fri,3,2579,https://eatbetterday.ca/admin/ingredients/2579,Khao Soi Curry + Veg,,,,69.89,Kgs,"1) Divide total amount into an appropriate amount of bins. (do not exceed 15kg total per bin)
2) Mix to combine all ingredients.
3) Label with name, date, weight, initials and number of bins.
4) Enter total weight into the Prep Master list."
,,,2579,,,127,Diced Bok Choy (Veg T),,8.7363,Kgs,
,,,2579,,,176,Canned Cut Baby Corn,,8.7363,Kgs,
,,,2579,,,2052,Steamed Stirfry Carrots (Oven F),,8.7363,Kgs,
,,,2579,,,2577,Khao Soi Curry (Sauce T),,43.6813,Kgs,
Sauce - 006,Fri,3,1571,https://eatbetterday.ca/admin/ingredients/1571,Savory Tofu Yogurt Drizzle,,,,2.728,Kgs,"1) Mise all ingredients. (PLEASE drain the liquid from the dessert tofu before using)
2) Place ingredients into the vitamix and blend until smooth.
3) Weigh and label."
,,,1571,,,109,Lemon Juice,,0.2385,Kgs,
,,,1571,,,149,Garlic Powder (Kasuku Brand),,0.0238,Kgs,
,,,1571,,,268,DSI Smooth Tofu- 7kg/case.,,2.4418,Kgs,
,,,1571,,,277,Onion Powder (Kasuku Brand),,0.0238,Kgs,
Sauce - 006,Fri,3,998,https://eatbetterday.ca/admin/ingredients/998,Smoky Yam Hummus (Sauce F),,,3%,20.6465,Kgs,"1) Mise all ingredients.
2) Place all ingredients into a home depot pail or 60L pot depending the batch size.
3) Blend using an immersion blender until smooth.
4) Label and weigh."
,,,998,,,27,Canned Chickpea,,9.0399,Kgs,
,,,998,,,36,Lime Juice,,0.6154,Kgs,
,,,998,,,44,Canola Oil,,1.0089,Kgs,
,,,998,,,64,Tahini (TAMAM Brand),,1.2208,Kgs,
,,,998,,,102,(2171605) - Minced Garlic,,0.2623,Kgs,
,,,998,,,147,Table Salt,,0.0807,Kgs,
,,,998,,,158,Ground Cumin (QUALITY Brand),,0.0383,Kgs,
,,,998,,,211,Ground Coriander,,0.0252,Kgs,
,,,998,,,229,Sunspun or no name Chili Powder,,0.0282,Kgs,
,,,998,,,879,(9312405) - Canned Chipotle Peppers,,1.473,Kgs,
,,,998,,,1935,Universal Medium Diced Roasted Yam (Oven T),,6.3966,Kgs,
Sauce - 006,Fri,3,830,https://eatbetterday.ca/admin/ingredients/830,Soy Garlic Mushrooms,,,,13.5,Kgs,"1) Mep all ingredients
2) Turn the flat top to medium heat.
3) Lightly oil the flat top with sesame oil.
4) Place mushrooms and leave them untouched for 3 minutes.
5) Add garlic and flip mushrooms and repeat.
6) Once both sides have a sear and the moisture has been released add soy sauce and deglaze mushrooms.
7) Remove from heat place in a grey bin and season with salt and label +weigh"
,,,830,,,17,Soya And Sesame Oil,,1.9286,Kgs,
,,,830,,,18,(1427356) - Kikkoman Tamari Soy Sauce,,1.9286,Kgs,
,,,830,,,102,(2171605) - Minced Garlic,,1.1571,Kgs,
,,,830,,,147,Table Salt,,0.0771,Kgs,
,,,830,,,471,Sliced Mushrooms (Veg T),,19.2857,Kgs,
Sauce - 006,Tue,4,2492,https://eatbetterday.ca/admin/ingredients/2492,Seasoned Brown Rice,,,,45,Kgs,"1) Batch all ingredients together.
2) Weigh, label, place in fridge in the assigned area."
,,,2492,,,17,Soya And Sesame Oil,,1.0166,Kgs,
,,,2492,,,147,Table Salt,,0.0813,Kgs,
,,,2492,,,304,Sesame Seed Mix (Oven W),,1.3554,Kgs,
,,,2492,,,312,Rice Wine Vinegar,,2.0331,Kgs,
,,,2492,,,435,Boiled Brown Rice (Sauce T),,40.6627,Kgs,
Sauce - 006,Fri,4,1615,https://eatbetterday.ca/admin/ingredients/1615,Vegan Butter Chickn Curry,,,,39.68,Kgs,"1) Batch ingredients together.
2) Weigh and label."
,,,1615,,,58,Diced Extra Firm Tofu for entree (Veg W),,6.9427,Kgs,
,,,1615,,,1461,THE OG Butter Chix Sauce Base ( Sauce T),,20.2405,Kgs,
,,,1615,,,1465,Canned Fire Roasted Diced Tomato(GFS Brand),,5.9814,Kgs,
,,,1615,,,1470,Grilled Broccoli (Oven T),,2.6703,Kgs,
,,,1615,,,1545,Sauteed Diced Onions (Sauce T),,3.8986,Kgs,
Sauce - 006,Fri,1,676,https://eatbetterday.ca/admin/ingredients/676,Aromatic Rice Spice Mix,,,,0.2504,Kgs,"1) CHECK FOR OLD STOCK FIRST.
2) Mise all ingredients in a container and mix well until incorporated.
3) Weigh and label then place on the house spice shelf."
,,,676,,,147,Table Salt,,0.0951,Kgs,
,,,676,,,148,Black Pepper,,0.0426,Kgs,
,,,676,,,211,Ground Coriander,,0.0476,Kgs,
,,,676,,,380,Cumin Seeds,,0.0876,Kgs,
Oven - 018,Wed,1,224,https://eatbetterday.ca/admin/ingredients/224,Beet Hummus,,,,10.5,Kgs,"**Check the freezer to see if we have it first.**
1) Weigh out all other ingredients, place them in a pot, and use the immersion blender to process until smooth.
2) Place in a Home Depot bucket.
3) Weigh and label"
,,,224,,,7,Olive Oil (Kirkland Signature),,0.6574,Kgs,
,,,224,,,27,Canned Chickpea,,4.2263,Kgs,
,,,224,,,64,Tahini (TAMAM Brand),,1.127,Kgs,
,,,224,,,102,(2171605) - Minced Garlic,,0.1878,Kgs,
,,,224,,,109,Lemon Juice,,1.343,Kgs,
,,,224,,,147,Table Salt,,0.0657,Kgs,
,,,224,,,158,Ground Cumin (QUALITY Brand),,0.0648,Kgs,
,,,224,,,358,Steamed Beets (Oven W),,3.9915,Kgs,
,,,224,,,909,Paprika 1,,0.0751,Kgs,
Oven - 018,Wed,1,688,https://eatbetterday.ca/admin/ingredients/688,Blitzed Sunflower Seeds,,,,1.1678,Kgs,"**First check old product.**
1) If you dont have enough make a full batch.
2) Use the Sirman Processor with bowl attachment and S blade.
3) Place sunflowers into processor and process until sunflower seeds have broken down, but not powdered.
4) Weigh and label."
,,,688,,,150,Trophy Foods Roasted Salted Sunflower Seeds,,1.1678,Kgs,
Oven - 018,Wed,1,1587,https://eatbetterday.ca/admin/ingredients/1587,Butter Chix Curry Spice Mix,,,,3.0439,Kgs,"1) CHECK FOR OLD STOCK FIRST.
2) Mise all ingredients in a container and mix well until incorporated.
3) Weigh and label then place on the house spice shelf."
,,,1587,,,68,Coconut Sugar,,0.5648,Kgs,
,,,1587,,,147,Table Salt,,0.5962,Kgs,
,,,1587,,,157,Madras Yellow Curry Powder,,0.5335,Kgs,
,,,1587,,,158,Ground Cumin (QUALITY Brand),,0.3138,Kgs,
,,,1587,,,211,Ground Coriander,,0.3138,Kgs,
,,,1587,,,297,"Garam Masala (Quality Brand, Punjabi Style)",,0.4707,Kgs,
,,,1587,,,772,Fenugreek Leaves,,0.0785,Kgs,
,,,1587,,,1586,Paprika,,0.1726,Kgs,
Oven - 018,Wed,1,314,https://eatbetterday.ca/admin/ingredients/314,Coconut Simple Syrup,,,,2.9928,Kgs,"1) Bring sugar and water to a boil, whisking constantly, then drop the heat and simmer for 10 minutes until it becomes glossy.
2) Remove from heat, cool, and label."
,,,314,,,39,Water,,1.8705,Kgs,
,,,314,,,68,Coconut Sugar,,1.8705,Kgs,
Oven - 018,Wed,1,1003,https://eatbetterday.ca/admin/ingredients/1003,Crushed Pistachio,,,,0.808,Kgs,"1) Mise all ingredients.
2) Place the pistachios into the Red Robo-Coupe with the bowl and S-blade attachment.
3) Place a small number of pistachios into the Robo and pulse to get crushed pistachios. The pieces should be smaller than your pinky fingernail.
4) Place into a Tupperware container until needed.
5) Weigh and label."
,,,1003,,,674,Whole Unshelled Pistachio,,0.8162,Kgs,
Oven - 018,Wed,1,542,https://eatbetterday.ca/admin/ingredients/542,Golden Soul Spice Mix (Oven W),,,5%,0.6235,Kgs,"1) Mix all ingredients in a bowl and mix well.
2) Place into plastic container and store until later use.
3) Weigh and label."
,,,542,,,61,Ground Turmeric,,0.0759,Kgs,
,,,542,,,97,Ground Cardamon,,0.0076,Kgs,
,,,542,,,147,Table Salt,,0.0911,Kgs,
,,,542,,,148,Black Pepper,,0.0202,Kgs,
,,,542,,,157,Madras Yellow Curry Powder,,0.1721,Kgs,
,,,542,,,158,Ground Cumin (QUALITY Brand),,0.0658,Kgs,
,,,542,,,211,Ground Coriander,,0.0304,Kgs,
,,,542,,,229,Sunspun or no name Chili Powder,,0.0456,Kgs,
